date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-06-26,1,1,1,4,2019-06,1.65
2019-06-27,10,1,10,68,2019-06,34.75
2019-06-28,0,0,0,0,2019-06,0.0
2019-06-29,0,0,0,0,2019-06,0.0
2019-06-30,0,0,0,0,2019-06,0.0
2019-07-01,0,0,0,0,2019-07,0.0
2019-07-02,0,0,0,0,2019-07,0.0
2019-07-03,33,1,33,338,2019-07,90.93
2019-07-04,20,2,20,143,2019-07,96.71000000000001
2019-07-05,0,0,0,0,2019-07,0.0
2019-07-06,0,0,0,0,2019-07,0.0
2019-07-07,0,0,0,0,2019-07,0.0
2019-07-08,0,0,0,0,2019-07,0.0
2019-07-09,0,0,0,0,2019-07,0.0
2019-07-10,2,1,2,13,2019-07,17.55
2019-07-11,0,0,0,0,2019-07,0.0
2019-07-12,0,0,0,0,2019-07,0.0
2019-07-13,0,0,0,0,2019-07,0.0
2019-07-14,0,0,0,0,2019-07,0.0
2019-07-15,0,0,0,0,2019-07,0.0
2019-07-16,0,0,0,0,2019-07,0.0
2019-07-17,0,0,0,0,2019-07,0.0
2019-07-18,0,0,0,0,2019-07,0.0
2019-07-19,0,0,0,0,2019-07,0.0
2019-07-20,0,0,0,0,2019-07,0.0
2019-07-21,0,0,0,0,2019-07,0.0
2019-07-22,0,0,0,0,2019-07,0.0
2019-07-23,0,0,0,0,2019-07,0.0
2019-07-24,70,1,70,528,2019-07,247.48999999999998
2019-07-25,4,1,4,30,2019-07,22.72
2019-07-26,0,0,0,0,2019-07,0.0
2019-07-27,0,0,0,0,2019-07,0.0
2019-07-28,0,0,0,0,2019-07,0.0
2019-07-29,0,0,0,0,2019-07,0.0
