date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2019-07-13,0,0,0,0,2019-07,0.0
2019-07-14,52,1,48,174,2019-07,108.50999999999999
2019-07-15,0,0,0,0,2019-07,0.0
2019-07-16,0,0,0,0,2019-07,0.0
2019-07-17,0,0,0,0,2019-07,0.0
2019-07-18,0,0,0,0,2019-07,0.0
2019-07-19,0,0,0,0,2019-07,0.0
2019-07-20,0,0,0,0,2019-07,0.0
2019-07-21,0,0,0,0,2019-07,0.0
2019-07-22,13,2,12,123,2019-07,99.40999999999998
2019-07-23,22,1,22,129,2019-07,126.58000000000003
2019-07-24,0,0,0,0,2019-07,0.0
2019-07-25,0,0,0,0,2019-07,0.0
2019-07-26,0,0,0,0,2019-07,0.0
2019-07-27,0,0,0,0,2019-07,0.0
2019-07-28,45,1,45,414,2019-07,156.95
2019-07-29,0,0,0,0,2019-07,0.0
2019-07-30,223,3,223,1856,2019-07,667.94
